"","idMvt","conf","xsaisi","ysaisi","epsg","num_insee","commune","lieu_dit","typeMvt","libelleType","fiabiliteType","libelleFiabilite","PrecDate","libelleDate","prec_xy","libellePrec","longitudeDoublePrec","latitudeDoublePrec","NUM_POSTE","NOM_USUEL","LAT","LON","ALTI","AAAAMM","RR","QRR","NBRR","RR_ME","RRAB","QRRAB","RRABDAT","NBJRR1","NBJRR5","NBJRR10","NBJRR30","NBJRR50","NBJRR100","PMERM","QPMERM","NBPMERM","PMERMINAB","QPMERMINAB","PMERMINABDAT","TX","QTX","NBTX","TX_ME","TXAB","QTXAB","TXDAT","TXMIN","QTXMIN","TXMINDAT","NBJTX0","NBJTX25","NBJTX30","NBJTX35","NBJTXI20","NBJTXI27","NBJTXS32","TN","QTN","NBTN","TN_ME","TNAB","QTNAB","TNDAT","TNMAX","QTNMAX","TNMAXDAT","NBJTN5","NBJTN10","NBJTNI10","NBJTNI15","NBJTNI20","NBJTNS20","NBJTNS25","NBJGELEE","TAMPLIM","QTAMPLIM","TAMPLIAB","QTAMPLIAB","TAMPLIABDAT","NBTAMPLI","TM","QTM","NBTM","TMM","QTMM","NBTMM","NBJTMS24","TMMIN","QTMMIN","TMMINDAT","TMMAX","QTMMAX","TMMAXDAT","UNAB","QUNAB","UNABDAT","NBUN","UXAB","QUXAB","UXABDAT","NBUX","UMM","QUMM","NBUM","TSVM","QTSVM","NBTSVM","ETP","QETP","FXIAB","QFXIAB","DXIAB","QDXIAB","FXIDAT","NBJFF10","NBJFF16","NBJFF28","NBFXI","FXI3SAB","QFXI3SAB","DXI3SAB","QDXI3SAB","FXI3SDAT","NBJFXI3S10","NBJFXI3S16","NBJFXI3S28","NBFXI3S","FXYAB","QFXYAB","DXYAB","QDXYAB","FXYABDAT","NBJFXY8","NBJFXY10","NBJFXY15","NBFXY","FFM","QFFM","NBFFM","INST","QINST","NBINST","NBSIGMA0","NBSIGMA20","NBSIGMA80","GLOT","QGLOT","NBGLOT","DIFT","QDIFT","NBDIFT","DIRT","QDIRT","NBDIRT","HNEIGEFTOT","QHNEIGEFTOT","HNEIGEFAB","QHNEIGEFAB","HNEIGEFDAT","NBHNEIGEF","NBJNEIG","NBJHNEIGEF1","NBJHNEIGEF5","NBJHNEIGEF10","NBJSOLNG","NEIGETOTM","QNEIGETOTM","NEIGETOTAB","QNEIGETOTAB","NEIGETOTABDAT","NBJNEIGETOT1","NBJNEIGETOT10","NBJNEIGETOT30","NBJGREL","NBJORAG","NBJBROU"
"1093",50001966,"",912000,2036300.04882812,27572,73116,"FONTCOUVERTE-LA-TOUSSUIRE","AU-DESSUS DE PIERRE-PAIN",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.31207679694203,45.2562150563877,1034001,"BELLEY MAN",45.755,5.686667,277,197901,177.3,1,31,NA,35.7,1,26,16,9,5,3,0,0,NA,NA,0,NA,NA,NA,3.5,1,31,NA,9.8,1,30,-2.8,1,2,4,0,0,0,31,31,0,-1.8,1,31,NA,-10.4,1,2,4.8,1,23,7,2,31,31,31,0,0,18,5.3,1,10,1,15,31,0.8,1,31,NA,NA,0,NA,-6.6,1,2,7.3,1,30,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1094",50001968,"",912200.012207031,2034800.04882812,27572,73116,"FONTCOUVERTE-LA-TOUSSUIRE","LA BISE",1,"Glissement",2,"Moyen",3,"Saison",5,"Commune",6.31365472230025,45.2426477645889,1034001,"BELLEY MAN",45.755,5.686667,277,198403,91.5,1,31,NA,26.7,1,24,9,5,3,0,0,0,NA,NA,0,NA,NA,NA,10.3,1,31,NA,15.2,1,28,2.4,1,3,0,0,0,0,31,31,0,1.3,1,31,NA,-4.2,1,10,6.8,1,28,0,0,31,31,31,0,0,12,9,1,13.8,1,17,31,5.8,1,31,NA,NA,0,NA,0.3,1,10,11,1,28,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1096",50001820,"",944982,2087145,27572,73054,"BOURG-SAINT-MAURICE","CD 119 ET CD 120 LE GOLLET",1,"Glissement",2,"Moyen",3,"Saison",5,"Commune",6.76797876832393,45.6971177938721,1143001,"DIVONNE",46.376667,6.156667,488,198103,105.1,1,31,NA,23,1,12,17,8,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1098",50002746,"",921651,2100466,27572,73262,"SAINT-NICOLAS-LA-CHAPELLE","SOUS L'EGLISE DE CHAUCISSE",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.47786178630462,45.8282245366225,1143001,"DIVONNE",46.376667,6.156667,488,198304,132.6,1,30,NA,19,1,8,20,8,7,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0
"1100",50002760,"",917896,2073777,27572,73268,"SAINT-PAUL-SUR-ISERE","FORET COMMUNAL.PARCELLES 13/16",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.41180518374022,45.5902060081268,1010001,"ANGLEFORT",45.9,5.766667,280,198507,54.9,1,31,NA,15.4,1,29,9,3,3,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"1101",50002352,"",947268,2067798,27572,73197,"PEISEY-NANCROIX","SOUS ""LE VILLARET DE PEYSEY-N""",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.7832379536422,45.5221795668844,1407001,"SEYSSEL",45.953333,5.824,285,198605,65.7,1,31,NA,14.3,1,16,9,6,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3,0
"1104",50002753,"",923542,2065245,27572,73266,"SAINT-OYEN","AU SOMMET DU VILLAGE",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.4782937254048,45.510900222221,97407505,"LE PORT-POINTE DES GALETS",-20.929167,55.294167,6,192001,43,9,31,NA,16,9,1,7,3,2,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105",22300257,"C",923776.000976562,2093669.921875,27562,73088,"COHENNOZ","MOULIN RAVIER",1,"Glissement",1,"Fort",4,"Année",5,"Commune",6.50054004060754,45.7661585024394,1143001,"DIVONNE",46.376667,6.156667,488,195401,84.8,1,31,NA,35,1,15,8,4,3,1,0,0,NA,NA,0,NA,NA,NA,1.9,1,31,NA,11,1,17,-7.8,1,31,13,0,0,0,31,31,0,-3.2,1,31,NA,-9.5,1,31,4.5,1,17,14,0,31,31,31,0,0,24,5.1,1,11.2,1,19,31,-0.7,1,31,NA,NA,0,NA,-8.7,1,31,7.8,1,17,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107",50001936,"",919000,2078185.05859375,27572,73110,"ESSERTS-BLAY","A L'AMONT DE LA COUTELLE",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.42887141603797,45.6292932832343,1010001,"ANGLEFORT",45.9,5.766667,280,198304,244.9,1,30,NA,33.4,1,6,19,12,9,1,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0
"1109",50002507,"",953700.012207031,2077500,27572,73232,"SAINTE-FOY-TARENTAISE","ROUTE MIROIR/MOUSSELARD",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.87257813678286,45.6060160127186,1143001,"DIVONNE",46.376667,6.156667,488,198104,12,1,30,NA,10,1,26,2,1,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1110",50002752,"",886396,2086939,27572,73264,"SAINT-OFFENGE-DESSUS","PISTE DE CHAMOUSSIERES",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.01650532312136,45.7224479493551,1407001,"SEYSSEL",45.953333,5.824,285,199002,345.6,1,28,NA,105,1,14,13,12,11,2,2,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1111",50002367,"",942588,2056955,27572,73201,"PLANAY","à ""LA COMBE DU PUITS""",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.71571006972814,45.4271492432107,1160001,"FERNEY-VOLTAIRE",46.255,6.108333,435,197101,32.3,1,27,32.3,11.1,1,21,5,3,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1112",50002366,"",942588,2056955,27572,73201,"PLANAY","",1,"Glissement",2,"Moyen",4,"Année",5,"Commune",6.71571006972814,45.4271492432107,1160001,"FERNEY-VOLTAIRE",46.255,6.108333,435,197101,32.3,1,27,32.3,11.1,1,21,5,3,1,0,0,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1114",50002081,"",915182,2089698,27572,73153,"MARTHOD","RD DU POTONS",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.38758322820335,45.7345104937215,97411102,"SAINT-DENIS VILLE",-20.874,55.452333,5,194411,62.3,9,30,NA,44,9,21,6,2,1,1,0,0,NA,NA,0,NA,NA,NA,28.1,9,30,NA,30,9,1,25.5,9,23,0,30,1,0,0,6,0,22.9,9,30,NA,21.2,9,22,24.7,9,28,0,0,0,0,0,30,0,0,5.2,9,7.1,9,19,30,25.5,9,30,NA,NA,0,NA,23.7,9,22,27.1,9,28,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115",22300603,"C",932966.003417969,2056627.9296875,27562,73198,"LA PERRIERE","PERRIERE (LA)",1,"Glissement",1,"Fort",4,"Année",5,"Commune",6.59273363571168,45.4289638930965,1010001,"ANGLEFORT",45.9,5.766667,280,198101,226,1,31,NA,57.3,1,3,14,12,8,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0
"1116",50002080,"",915182,2089698,27572,73153,"MARTHOD","""LES PRAZ""",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.38758322820335,45.7345104937215,1407001,"SEYSSEL",45.953333,5.824,285,199002,345.6,1,28,NA,105,1,14,13,12,11,2,2,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1118",50002374,"",907852,2083193,27572,73202,"PLANCHERINE","COL DE TAMIE PAR LE CD 201",1,"Glissement",2,"Moyen",2,"Mois",5,"Commune",6.28933094168336,45.6794188650011,1407001,"SEYSSEL",45.953333,5.824,285,199002,345.6,1,28,NA,105,1,14,13,12,11,2,2,1,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1121",50002491,"",876734,2064584,27572,73228,"SAINT-CASSIN","VC N°1 DITE ""DE LA DESSERTAZ""",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",5.87959089727917,45.5255351409933,1034001,"BELLEY MAN",45.755,5.686667,277,199002,317.6,1,28,NA,139,1,14,13,10,7,2,2,1,NA,NA,0,NA,NA,NA,14.1,1,28,NA,21.4,1,23,6.5,1,12,0,0,0,0,26,28,0,4.4,1,28,NA,-0.6,1,6,9.8,1,15,0,0,28,28,28,0,0,2,9.7,1,18.2,1,24,28,9.3,1,28,NA,NA,0,NA,4.6,1,12,13.3,1,23,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0
"1125",22300017,"C",931703.979492188,2051943.11523437,27562,73015,"LES ALLUES","ZAC DU CHATELET",1,"Glissement",1,"Fort",2,"Mois",5,"Commune",6.57340868656986,45.3874916266222,1034001,"BELLEY MAN",45.755,5.686667,277,198508,77.3,1,31,NA,25.5,1,24,7,4,3,0,0,0,NA,NA,0,NA,NA,NA,26.2,1,31,NA,32.6,1,14,15,1,25,0,22,7,0,4,17,2,13.3,1,31,NA,8.6,1,8,18.8,1,12,0,0,5,23,31,0,0,0,12.9,1,19,1,19,31,19.7,1,31,NA,NA,0,NA,14,1,25,24.2,1,14,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,1
"1126",50002372,"",942588,2056955,27572,73201,"PLANAY","RN 515",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.71571006972814,45.4271492432107,1010001,"ANGLEFORT",45.9,5.766667,280,195501,203.6,1,31,NA,50.3,1,15,9,7,6,2,1,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127",50002866,"",927157,2035583,27572,73261,"SAINT-MICHEL-DE-MAURIENNE","LE BOIS-DESSUS",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.50437098760312,45.2427147602254,97411102,"SAINT-DENIS VILLE",-20.874,55.452333,5,193704,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,31.7,9,30,NA,36,9,25,29,9,28,0,30,29,3,0,0,12,23.2,9,30,NA,20,9,10,25.8,9,11,0,0,0,0,1,30,2,0,8.4,9,12,9,25,30,27.4,9,30,NA,NA,0,NA,25.4,9,28,30,9,25,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130",50002624,"",919933,2040155,27572,73250,"SAINT-JULIEN-MONT-DENIS","""LES RIEUX""",1,"Glissement",2,"Moyen",1,"Jour",5,"Commune",6.41552712174846,45.2871939540633,97411102,"SAINT-DENIS VILLE",-20.874,55.452333,5,191905,196,9,31,NA,98,9,11,3,2,2,2,2,0,NA,NA,0,NA,NA,NA,30.2,9,31,NA,32,9,1,28,9,24,0,31,25,0,0,0,1,22.1,9,31,NA,19,9,30,26,9,21,0,0,0,0,11,29,6,0,8.1,9,10,9,31,31,26.1,9,31,NA,NA,0,NA,23.8,9,24,28.5,9,9,NA,NA,NA,0,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,0,NA,NA,0,NA,NA,NA,NA,NA,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
